Vendor ID,Company Name,Vendor Type,GST Number,Contact Person,Email,Phone Number,Address,Bank Account,Payment Terms,Contract Start Date,Annual Contract Value,Service Rating,Last Transaction Date,Primary Location
VEN029167,Parekh PLC,Supplier,57JX965933,Ekansh Kade,contact@parekhplc.com,9797318263,"11/515, Sehgal Marg, Dehri 429785",800481031002,Net 45,03-04-2024,INR 19683386,4,20-09-2024,Pallavaram
VEN300469,Gaba Inc,Contractor,83IY394865,Geetika Chauhan,contact@gabainc.com,9944771541,"27, Saxena, Muzaffarnagar-170487",381380182126,Net 30,28-09-2024,INR 30356250,4,25-02-2024,Chinsurah
VEN114631,Nori PLC,Supplier,44KL414363,Lila Kakar,contact@noriplc.com,9984530272,"53/83, Ghosh Road, Jamalpur-386110",484156939849,Net 30,15-08-2023,INR 27098218,3,19-08-2024,Bhubaneswar
VEN199258,Chaudry-Narasimhan,Consultant,95DN468327,Ati Dhingra,contact@chaudry-narasimhan.com,9054246386,"H.No. 246, Loyal Street, Durgapur-024267",698162538523,Net 45,30-06-2024,INR 19651289,3,08-02-2025,Udaipur
VEN651356,Bala and Sons,Contractor,18TH858142,David Trivedi,contact@balaandsons.com,9865208341,"51, Sen Road, Kota 642307",997549148650,Net 45,19-09-2024,INR 45459380,2,20-02-2025,Rajpur Sonarpur
VEN722969,Sarraf LLC,Supplier,67XX302396,Yatin Bhasin,contact@sarrafllc.com,9767831647,"228, Bahl Street, Anantapuram-125706",745865021360,Net 30,26-07-2024,INR 30467452,5,02-08-2024,Dhule
VEN697124,"Chacko, Saxena and Sane",Contractor,01GS555908,Leela Borra,"contact@chacko,saxenaandsane.com",9425990601,"013, Master Street, Shimla-300404",579032426516,Net 45,10-10-2024,INR 40077517,1,03-09-2024,Cuttack
VEN886665,Kurian Inc,Contractor,94JN921006,Anusha Shan,contact@kurianinc.com,9550585429,"47/21, Sant Chowk, Katni-150539",769982023876,Advance,19-08-2024,INR 21829702,5,06-03-2024,Nashik
VEN004764,Vig Inc,Consultant,92RV161783,Megha Nazareth,contact@viginc.com,9307542725,"H.No. 31, Brar Marg, Ichalkaranji 576986",067604988375,Advance,24-02-2024,INR 44279653,4,23-09-2024,Meerut
VEN661007,Aurora-Gaba,Supplier,61QT824108,Tanay Prakash,contact@aurora-gaba.com,9975965921,"H.No. 091, Choudhury Street, Agartala 442940",455697085407,Net 60,05-10-2023,INR 24807048,4,30-11-2024,Gandhidham
VEN575628,"Sami, Khosla and Anand",Supplier,02VE335911,Chandresh Chatterjee,"contact@sami,khoslaandanand.com",9242320329,"H.No. 47, Ramakrishnan Chowk, Kota-153603",974201973507,Net 45,04-06-2024,INR 41786982,1,03-05-2024,Siliguri
VEN783242,"Kapoor, Gokhale and Ray",Supplier,96YB921291,Faraj Hans,"contact@kapoor,gokhaleandray.com",9383011231,"999, Wable Zila, Phusro 655986",181002038689,Net 30,04-04-2023,INR 40879693,5,29-10-2024,Sri Ganganagar
VEN107455,Doshi-Padmanabhan,Service Provider,32AQ148327,Damyanti Modi,contact@doshi-padmanabhan.com,9818363957,"924, Basu Path, Vellore 801016",959850234938,Net 45,12-09-2023,INR 38850381,4,25-05-2024,Hapur
VEN153386,Shanker-Nair,Contractor,50YN292000,Zayan Sood,contact@shanker-nair.com,9000894705,"H.No. 31, Om Marg, Raiganj-726961",176518589836,Advance,14-04-2024,INR 48121764,1,10-08-2024,Dewas
VEN173907,"Bhavsar, Chaudry and Shah",Contractor,91EZ967433,Amara Kashyap,"contact@bhavsar,chaudryandshah.com",9379242352,"86/78, Sahota Zila, South Dumdum-728031",468725870025,Advance,02-06-2024,INR 47342403,3,15-12-2024,Anantapur
VEN129517,Hans-Sachar,Supplier,46LQ670159,Nandini Randhawa,contact@hans-sachar.com,9386127945,"94, Mital Road, Nellore 803947",274920314497,Net 60,21-10-2023,INR 2834892,2,08-04-2024,Secunderabad
VEN272135,Kant-Chaudhuri,Service Provider,73WH064695,Upma Khurana,contact@kant-chaudhuri.com,9935036256,"H.No. 30, Ahluwalia Circle, Pallavaram 172676",795485561754,Net 30,08-08-2023,INR 19198236,1,15-01-2025,Mathura
VEN523138,"Bobal, Mangal and Deo",Contractor,68GX270761,Nandini Keer,"contact@bobal,mangalanddeo.com",9355621269,"00/18, Khalsa Road, Mango 510894",499297368191,Net 60,20-03-2023,INR 31000720,1,14-12-2024,Vijayanagaram
VEN282636,"Oza, Thakur and Tiwari",Contractor,90FT328315,Upasna Bajwa,"contact@oza,thakurandtiwari.com",9167572577,"H.No. 271, Koshy Marg, Shimoga 886432",288943869904,Net 45,14-12-2024,INR 8787295,4,15-10-2024,Nadiad
VEN362230,"Jain, Hans and Batta",Supplier,79XG815712,Sachi Bali,"contact@jain,hansandbatta.com",9705790683,"05/979, Rau Ganj, Ulhasnagar 887582",148169482465,Advance,08-11-2023,INR 18299878,5,18-02-2025,Gandhidham
VEN827412,"Pandey, Bhasin and Wagle",Consultant,76YO747970,Idika Mutti,"contact@pandey,bhasinandwagle.com",9066137069,"57/84, Bakshi Nagar, Ghaziabad-565962",105909802273,Net 60,27-11-2023,INR 38009412,3,24-09-2024,Kota
VEN256640,Iyengar Inc,Supplier,73MH356573,Jagat Bansal,contact@iyengarinc.com,9311150178,"38/03, Tandon Chowk, South Dumdum-259427",147465619958,Net 45,01-02-2025,INR 34290736,4,21-04-2024,Surendranagar Dudhrej
VEN063551,Yohannan-Dara,Consultant,77SS417571,Vamakshi Tailor,contact@yohannan-dara.com,9819400878,"H.No. 024, Khare Marg, Giridih 755554",399584809323,Advance,16-04-2024,INR 35937042,1,13-08-2024,Medininagar
VEN734633,Muni-Badami,Service Provider,69IG617990,Bhavya Zacharia,contact@muni-badami.com,9562607857,"14, Pall Street, Shivpuri-448444",751622799698,Advance,22-06-2023,INR 7761288,1,11-03-2024,Ratlam
VEN519767,"Nagi, Parmer and Narayan",Supplier,68HJ361659,Chandran Bhakta,"contact@nagi,parmerandnarayan.com",9929086315,"51/035, Kaur Ganj, Bhusawal 064915",865344131841,Net 30,29-09-2023,INR 44479310,2,17-11-2024,Delhi
VEN929178,Khanna PLC,Supplier,33FB760019,Pranav Kunda,contact@khannaplc.com,9448515668,"925, Barad Path, Ichalkaranji 106885",976071256576,Net 45,09-02-2025,INR 21744950,4,31-07-2024,Giridih
VEN937940,"Ben, Kunda and Ahuja",Consultant,25KU622931,Ikshita Sinha,"contact@ben,kundaandahuja.com",9905247946,"413, Kapur Street, Tiruppur-699247",236257297605,Net 45,02-03-2023,INR 23522647,4,12-02-2025,Hazaribagh
VEN708376,"Rao, Gaba and Patil",Contractor,34NG556800,Gopal Pant,"contact@rao,gabaandpatil.com",9700072375,"H.No. 68, Khanna, Jabalpur 067427",673023536349,Net 60,02-05-2024,INR 44909337,2,01-02-2025,Bhalswa Jahangir Pur
VEN425202,Konda-Nadkarni,Service Provider,61LW268015,Krishna Parmer,contact@konda-nadkarni.com,9285527131,"517, Nagar Road, Surendranagar Dudhrej-891987",433708859549,Net 45,08-06-2024,INR 16246216,2,02-11-2024,Saharanpur
VEN880404,Karpe-Bhat,Contractor,99NU067688,Vedhika Chadha,contact@karpe-bhat.com,9624269905,"H.No. 089, Krishna Path, Tiruvottiyur 662189",590742498215,Advance,06-06-2024,INR 15977460,3,13-07-2024,Dewas
VEN260421,"Sura, Babu and Butala",Contractor,43SD819567,Sanya Mandal,"contact@sura,babuandbutala.com",9017506774,"13/254, Thakur Road, Bhiwandi-601831",718175878990,Net 45,09-11-2023,INR 8930293,1,19-04-2024,Chandrapur
VEN392405,"Ravel, Som and Basu",Contractor,16WM565450,Yug Sethi,"contact@ravel,somandbasu.com",9471356966,"H.No. 872, Pandya Path, Ramgarh 453378",849279988207,Advance,18-03-2024,INR 9197153,1,01-07-2024,Secunderabad
VEN183012,Kara-Gulati,Consultant,80UM763904,Falak Sarkar,contact@kara-gulati.com,9566920980,"268, Purohit Circle, Ambala 651009",946912504745,Net 30,08-01-2024,INR 18854098,4,06-08-2024,Thiruvananthapuram
VEN406647,Vyas LLC,Consultant,35CB390658,Krish Kuruvilla,contact@vyasllc.com,9306474589,"H.No. 64, Kata Nagar, Adoni-787170",770496875954,Net 30,06-11-2024,INR 30237130,5,01-03-2024,Vasai-Virar
VEN570024,Dugar-Buch,Service Provider,58ZR856432,Tripti Parmar,contact@dugar-buch.com,9964282326,"H.No. 091, Basu Zila, Jodhpur 583290",815228806539,Net 30,18-05-2024,INR 6342949,5,20-01-2025,Pudukkottai
VEN497309,Lall LLC,Consultant,44GE381138,Pranav Kanda,contact@lallllc.com,9733703962,"73, Dey Path, Giridih 674831",141596879911,Net 45,19-08-2023,INR 27947804,3,29-11-2024,Vadodara
VEN946491,Gour PLC,Supplier,98BR453363,Mahika Swamy,contact@gourplc.com,9566919347,"95/89, Sani, Bhopal-804657",978790498157,Net 45,28-08-2024,INR 23152884,4,07-08-2024,Amravati
VEN339760,Bora and Sons,Supplier,81JY688984,Pushti Ghose,contact@boraandsons.com,9927918922,"60/50, Brar Marg, Nangloi Jat-127961",858615945145,Net 30,11-09-2023,INR 25966416,5,06-11-2024,Danapur
VEN941113,"Divan, Bassi and Buch",Service Provider,21OG387270,Chanchal Halder,"contact@divan,bassiandbuch.com",9074471140,"299, Chauhan Ganj, Dharmavaram-788260",527100234011,Net 30,01-05-2023,INR 21254203,3,24-02-2024,Tenali
VEN150920,Wali Group,Contractor,34VM833537,Radhika Kumar,contact@waligroup.com,9211788783,"H.No. 321, Barman, Indore 444364",337965263001,Advance,11-04-2023,INR 23818958,2,15-01-2025,Latur
VEN389212,Lad-Shukla,Supplier,68PU114591,Hemangini Lalla,contact@lad-shukla.com,9639897431,"523, Sahni, Katihar 255934",571863254452,Net 60,08-04-2024,INR 43610927,4,05-06-2024,Bhind
VEN112803,Nagar LLC,Service Provider,45WY930233,Gaurika Wagle,contact@nagarllc.com,9075187214,"106, Cherian Marg, Madurai-310983",454103587935,Net 45,27-12-2024,INR 19356152,4,01-08-2024,Coimbatore
VEN055294,Peri-Dar,Contractor,29VR012931,Azad Ravel,contact@peri-dar.com,9417584347,"69, Jhaveri Nagar, Bokaro-831838",532828496591,Net 30,26-10-2024,INR 47083361,3,02-10-2024,Kumbakonam
VEN227063,Rai-Grover,Supplier,98OR431786,Vinaya Venkatesh,contact@rai-grover.com,9253925420,"85, Ramesh Marg, Mirzapur 260276",032845874546,Net 30,12-11-2024,INR 44552333,2,01-03-2024,Jalgaon
VEN182502,Sane-Divan,Consultant,75JA183995,Aarini Gola,contact@sane-divan.com,9715253716,"H.No. 727, Bhat Nagar, Bhusawal-808928",967270695820,Net 60,29-07-2023,INR 25624134,5,17-09-2024,Ambarnath
VEN686583,Buch Inc,Contractor,44KO203929,Lohit Datta,contact@buchinc.com,9409236669,"55/019, Kuruvilla, Tiruvottiyur-640191",934275241375,Net 45,11-05-2024,INR 15797520,5,17-05-2024,Nadiad
VEN907083,"Nori, Modi and Rau",Service Provider,34HA282812,Warinder Rajagopalan,"contact@nori,modiandrau.com",9869002104,"929, Sur Road, Uluberia 622300",458462874605,Net 30,11-11-2023,INR 36986442,1,02-08-2024,Ramgarh
VEN137942,"Sinha, Dewan and Apte",Supplier,55YF121693,Devika Sharaf,"contact@sinha,dewanandapte.com",9114017053,"49/12, Ghosh Marg, Nanded 018445",027689979786,Advance,21-07-2024,INR 35083425,1,08-08-2024,Muzaffarnagar
VEN543443,"Magar, Zacharia and Palan",Consultant,46ZU576875,Dev Majumdar,"contact@magar,zachariaandpalan.com",9950227187,"H.No. 25, Nair Marg, Guwahati-194009",440914743012,Net 45,02-07-2024,INR 22612237,4,14-12-2024,Bulandshahr
VEN943326,Deol-Dua,Contractor,75OX830991,Gaurangi Contractor,contact@deol-dua.com,9154387921,"92, Venkataraman Chowk, Nagercoil 377249",359546696291,Advance,13-11-2023,INR 1970892,5,16-12-2024,Karimnagar
VEN312826,"Vala, Dugar and Arya",Service Provider,70NS824858,Lipika Arora,"contact@vala,dugarandarya.com",9803238591,"53, Badami Road, Ongole-166262",928672044831,Net 45,31-10-2024,INR 24703625,5,20-09-2024,Bareilly
VEN075844,"Prabhu, Kashyap and Sathe",Contractor,62FZ283930,Azad Mutti,"contact@prabhu,kashyapandsathe.com",9633853493,"99/99, Chaudhari Path, Bhubaneswar-668940",205173204102,Advance,18-11-2023,INR 46294105,2,07-09-2024,Pali
VEN189556,Panchal-Mahal,Supplier,53JA070932,Bachittar Rajagopalan,contact@panchal-mahal.com,9992848572,"69, Chand Circle, Jalandhar 336447",787225426178,Net 60,21-08-2024,INR 12719985,4,13-02-2025,Baranagar
VEN191850,Chad Ltd,Consultant,51MH356919,Anika Borah,contact@chadltd.com,9780698987,"179, Raj Road, Mira-Bhayandar-774361",358150196768,Net 30,18-06-2023,INR 31667461,2,19-07-2024,Arrah
VEN271045,Sastry-Viswanathan,Supplier,51RC703552,Advay Tara,contact@sastry-viswanathan.com,9131571176,"272, Kara Path, Silchar 920388",778876102090,Net 45,21-09-2024,INR 41422875,5,21-02-2024,Nagpur
VEN414566,Reddy-Kapadia,Consultant,87QJ471402,Ekanta Dhaliwal,contact@reddy-kapadia.com,9284626388,"55, Kashyap Zila, Tumkur 481937",856313941323,Net 60,13-10-2023,INR 23199944,3,09-10-2024,Patiala
VEN218223,Sundaram Group,Consultant,87YL979369,Gautami Majumdar,contact@sundaramgroup.com,9921171852,"00/114, Kale Street, Pimpri-Chinchwad-998586",207683168703,Net 60,20-01-2024,INR 37101533,3,27-06-2024,Sri Ganganagar
VEN549492,Joshi-Deo,Supplier,90QO167459,Nitara Dhawan,contact@joshi-deo.com,9799982435,"H.No. 717, Soni Street, Jalandhar-121566",067352240433,Advance,16-01-2025,INR 18484598,3,09-06-2024,Karaikudi
VEN850188,Pathak-Date,Supplier,69UE846379,Lopa Bir,contact@pathak-date.com,9363086595,"85, Palan Road, Tirunelveli 539132",001275500165,Advance,09-04-2024,INR 49183916,2,18-04-2024,Arrah
VEN731565,"Bajaj, Dayal and Sarin",Consultant,07JG960080,Qadim Korpal,"contact@bajaj,dayalandsarin.com",9795977496,"H.No. 632, Ramesh, Mirzapur-239373",993385174168,Advance,23-01-2024,INR 6600304,4,30-07-2024,Asansol
VEN886419,"Upadhyay, Jaggi and Sama",Consultant,01WE957191,Manbir Ravi,"contact@upadhyay,jaggiandsama.com",9650773438,"87/72, Bala Zila, Shimoga-897024",408720383553,Net 60,13-05-2023,INR 25842000,5,12-11-2024,Hyderabad
VEN261544,Anne-Banik,Consultant,49NK558627,Qasim Talwar,contact@anne-banik.com,9253449917,"H.No. 081, Yadav Marg, Bhind-990084",265920458438,Net 60,11-08-2023,INR 14320004,5,21-12-2024,Chandrapur
VEN875423,Narasimhan PLC,Contractor,22XV906570,Faraj Thakkar,contact@narasimhanplc.com,9086421115,"23/93, Patil Street, Ahmednagar 746586",249190364411,Net 30,13-05-2024,INR 44658128,1,27-07-2024,Ahmednagar
VEN267232,Hayre PLC,Service Provider,07MJ932503,Bimala Kakar,contact@hayreplc.com,9552301010,"H.No. 064, Anne Circle, Uluberia 633342",017709764048,Net 60,30-12-2024,INR 1561478,5,01-08-2024,Delhi
VEN022280,Brahmbhatt LLC,Supplier,44MB727766,Amol Sahni,contact@brahmbhattllc.com,9519889929,"93/52, Venkataraman Street, Panihati 554038",119687432097,Net 45,07-12-2024,INR 33436561,1,20-08-2024,Bardhaman
VEN419388,Suresh LLC,Consultant,19GO987438,Tripti Loyal,contact@sureshllc.com,9493309315,"40, Gopal Zila, Rampur-341261",147692079742,Net 30,07-03-2024,INR 47543778,2,13-03-2024,Alwar
VEN841824,Rama-Dhaliwal,Consultant,19JK649571,Chameli Badal,contact@rama-dhaliwal.com,9942466586,"H.No. 250, Gupta Marg, Ratlam-495744",408364937888,Net 30,06-04-2023,INR 20477651,5,26-08-2024,Miryalaguda
VEN981556,Radhakrishnan-Upadhyay,Contractor,75VZ324974,Ganga Mukhopadhyay,contact@radhakrishnan-upadhyay.com,9720995875,"787, Pradhan Ganj, Yamunanagar 983739",913335523592,Net 30,10-11-2024,INR 7496160,5,29-08-2024,Shimla
VEN010850,Bhagat and Sons,Supplier,35LV902010,Samaksh Joshi,contact@bhagatandsons.com,9088764951,"47/56, Virk Nagar, Hajipur-519724",413535311740,Net 30,26-05-2023,INR 28267161,3,08-11-2024,Junagadh
VEN174940,Mohanty-Reddy,Supplier,09PU183610,Vedika Majumdar,contact@mohanty-reddy.com,9137667299,"60/356, Gala Path, Jalgaon 277572",513132056429,Net 30,24-08-2023,INR 4287637,5,19-06-2024,Kolkata
VEN095122,"Tripathi, Sheth and Bal",Contractor,37EL874205,Leena Kapoor,"contact@tripathi,shethandbal.com",9312261953,"H.No. 44, Bajaj Marg, Aurangabad 652066",675778981641,Advance,20-07-2023,INR 45157395,3,28-01-2025,Akola
VEN935970,"Reddy, Chakrabarti and Ramesh",Service Provider,57AL822050,Ekani Varughese,"contact@reddy,chakrabartiandramesh.com",9186725244,"447, Tella Chowk, Yamunanagar 588395",002398617971,Net 60,24-05-2024,INR 612959,4,01-02-2025,Nizamabad
VEN531079,Nanda-Rajagopal,Consultant,98AO670889,Upma Datta,contact@nanda-rajagopal.com,9603317902,"07, Agrawal Chowk, South Dumdum 333224",090148064810,Advance,15-12-2023,INR 25166463,3,08-03-2024,Ahmedabad
VEN172233,"Baral, Upadhyay and Shenoy",Service Provider,34QI149471,Gaurangi Om,"contact@baral,upadhyayandshenoy.com",9935836427,"H.No. 73, Varma Marg, Baranagar-848934",493112743011,Net 60,02-02-2024,INR 4881885,2,06-06-2024,Phagwara
VEN053206,Kibe-Khurana,Service Provider,85PR859276,Abhimanyu Date,contact@kibe-khurana.com,9587733457,"75, Palan Chowk, Salem-612955",193045434384,Advance,20-11-2024,INR 16311370,4,16-12-2024,Howrah
VEN675360,Parsa and Sons,Supplier,93BQ246878,Qarin Saraf,contact@parsaandsons.com,9677686074,"H.No. 79, Chand Path, Kurnool-615236",928087084902,Net 60,04-10-2023,INR 49576811,3,05-02-2025,Kollam
VEN486703,Swamy-Sampath,Service Provider,07FG696969,Vamakshi Wason,contact@swamy-sampath.com,9656552059,"59/86, Sood Path, Rourkela-404742",041270995969,Net 30,14-02-2025,INR 40166946,3,14-03-2024,Kolkata
VEN040555,Ray-Parsa,Supplier,43QR545669,Peter Bahri,contact@ray-parsa.com,9805092306,"01/09, Bhatnagar Street, Nagpur-845676",394667196091,Net 30,18-10-2023,INR 43086235,2,06-11-2024,Amaravati
VEN930505,Sarraf Inc,Consultant,65IL397992,Champak Shan,contact@sarrafinc.com,9501228577,"05/377, Kala Road, Davanagere 983679",360642672473,Net 45,06-08-2024,INR 26430241,2,01-04-2024,Khammam
VEN838676,Srinivasan LLC,Contractor,63NI563708,Harsh Bhatti,contact@srinivasanllc.com,9052035272,"24, Deol Nagar, Bhusawal-453631",448733990482,Net 45,27-03-2024,INR 38440889,5,09-06-2024,Dehri
VEN290974,Kapadia-Garde,Service Provider,68CG632779,Omkaar Nadig,contact@kapadia-garde.com,9609933194,"71/297, Barman Path, Jamshedpur-811147",801879422833,Net 60,13-04-2024,INR 34511184,1,07-06-2024,Dewas
VEN625303,Trivedi-Goel,Service Provider,18QQ675173,Mitali Murthy,contact@trivedi-goel.com,9884184818,"78/72, Gopal Chowk, Haridwar 389974",839997293298,Net 30,21-02-2023,INR 15984478,3,27-09-2024,Thiruvananthapuram
VEN130516,Brahmbhatt-Singhal,Service Provider,92WR283166,Raagini Ganesan,contact@brahmbhatt-singhal.com,9880637463,"85, Chana Circle, Gorakhpur-898866",061855080280,Net 60,14-07-2023,INR 1171771,5,10-02-2025,Pali
VEN418301,Saxena-Bora,Consultant,06KX138344,Sai Kant,contact@saxena-bora.com,9938707789,"H.No. 10, Edwin, Sagar-614588",202280156879,Advance,17-02-2024,INR 41033584,4,24-11-2024,Kulti
VEN094736,Munshi-Peri,Contractor,68WS799105,Abhiram Bail,contact@munshi-peri.com,9123375538,"H.No. 758, Chawla Zila, Mathura-428596",736712006459,Net 60,19-04-2024,INR 18479844,4,23-12-2024,Kharagpur
VEN106075,"Subramaniam, Khatri and Ganesh",Service Provider,82GF588564,Anvi Chahal,"contact@subramaniam,khatriandganesh.com",9865647468,"H.No. 30, Kata Ganj, Udupi-264827",996486388316,Advance,21-09-2024,INR 7895149,4,26-08-2024,Farrukhabad
VEN260618,Dua-Lala,Supplier,25BQ884135,Yasti Patla,contact@dua-lala.com,9984431834,"240, Sanghvi, Maheshtala 288677",861873090687,Net 45,27-11-2024,INR 15143182,1,10-03-2024,Machilipatnam
VEN120796,"Saran, Kala and Subramanian",Consultant,74WI057191,Reyansh Khanna,"contact@saran,kalaandsubramanian.com",9891527117,"87/990, Mahal Path, Bharatpur 245488",581450671289,Net 45,16-05-2023,INR 7333915,4,03-08-2024,Khora 
VEN072836,Kadakia-Agrawal,Service Provider,86UK949707,Keya Batra,contact@kadakia-agrawal.com,9630092781,"456, Sridhar Ganj, Sasaram-723848",835416830813,Net 30,30-11-2024,INR 31878359,4,23-02-2024,Barasat
VEN550463,"Mutti, Misra and Bhavsar",Consultant,71QU012198,Yutika Pandya,"contact@mutti,misraandbhavsar.com",9052964608,"35/58, Khare Circle, Purnia 743817",305292371613,Net 30,20-09-2024,INR 2077323,4,29-08-2024,Fatehpur
VEN804393,"Kumar, Trivedi and Gopal",Contractor,46YU220328,Wriddhish Sekhon,"contact@kumar,trivediandgopal.com",9661099173,"34/06, Misra Chowk, Howrah 173537",506379596271,Net 60,11-01-2024,INR 41420323,2,13-05-2024,Rourkela
VEN004430,"Shenoy, Uppal and Seth",Consultant,13DX890043,Yauvani Sarma,"contact@shenoy,uppalandseth.com",9602542829,"07, Rau Chowk, Raichur 442157",185583210411,Net 45,02-12-2023,INR 47363086,5,31-07-2024,Ghaziabad
VEN050947,"Mahal, Bera and Butala",Service Provider,02SM891026,Urmi Chowdhury,"contact@mahal,beraandbutala.com",9276942031,"44/048, Nayar Ganj, Bongaigaon-166149",546699533343,Net 30,16-09-2023,INR 5273761,5,13-05-2024,Firozabad
VEN905381,Kar Ltd,Consultant,61NE906445,Rachita Contractor,contact@karltd.com,9948604628,"H.No. 16, Magar Nagar, Unnao-173885",666904116152,Net 30,21-02-2023,INR 16984468,3,30-03-2024,Jamshedpur
VEN136866,"Naidu, Bhargava and Bobal",Supplier,39JK517953,Diya Atwal,"contact@naidu,bhargavaandbobal.com",9662420253,"94, Basak Chowk, Jaipur 149555",896470827442,Net 45,17-07-2023,INR 15063090,3,31-08-2024,Nizamabad
VEN644196,"Chawla, Chaudhari and Balasubramanian",Supplier,44AV234921,Tanveer Vala,"contact@chawla,chaudhariandbalasubramanian.com",9579671000,"99, Uppal Street, Bokaro-546906",188133523993,Net 60,30-05-2024,INR 31916416,5,13-12-2024,Thoothukudi
VEN469259,Iyengar LLC,Consultant,91OW666609,Hemal Srivastava,contact@iyengarllc.com,9701991747,"H.No. 228, Bains Street, Morena-350436",792286728062,Advance,03-05-2024,INR 9326519,1,23-09-2024,Ratlam
VEN522794,"Aggarwal, Andra and Dube",Supplier,57ZD282585,Ansh Bhatia,"contact@aggarwal,andraanddube.com",9547795471,"442, Chaudhary Chowk, Arrah 410296",131773302169,Net 45,15-02-2024,INR 12812047,1,19-09-2024,Bilaspur
VEN655067,Yohannan-Sehgal,Consultant,53IO170129,Sai Venkatesh,contact@yohannan-sehgal.com,9842510879,"67/902, Tella Zila, Madurai-553385",311824408329,Advance,26-06-2024,INR 20818648,4,07-07-2024,Ujjain
VEN058003,"Das, Sha and Ganesan",Supplier,66OM680493,Anita Pradhan,"contact@das,shaandganesan.com",9088130762,"31, Khare Ganj, Srinagar-725596",709318943844,Net 30,25-04-2023,INR 44819129,5,08-08-2024,Kavali
VEN357271,Prabhakar and Sons,Supplier,27GA157276,Aarna Chakraborty,contact@prabhakarandsons.com,9087199231,"H.No. 354, Bera Ganj, Burhanpur-037877",103284274524,Net 45,10-06-2023,INR 30762799,3,22-09-2024,Vijayanagaram
VEN652727,Jain-Chadha,Contractor,75VC792364,Utkarsh Memon,contact@jain-chadha.com,9964851890,"663, Purohit Zila, Kolkata-756959",274021357962,Net 30,16-11-2024,INR 5879335,1,31-01-2025,Phagwara
VEN327286,"Chaudhary, Walia and Dara",Consultant,30TK194539,Ekapad Mangat,"contact@chaudhary,waliaanddara.com",9564329112,"24/16, Bose Marg, Mau-957460",758624087978,Net 60,10-09-2023,INR 11381460,3,14-05-2024,Eluru
VEN219009,"Lanka, Mane and Lad",Contractor,18JI311042,Nathaniel Vyas,"contact@lanka,maneandlad.com",9968440119,"40/256, Hayre Chowk, Aizawl 109078",761681903198,Net 60,28-06-2024,INR 37169958,2,19-10-2024,Kumbakonam
VEN745741,Mohanty Inc,Service Provider,73GH661445,Megha Kale,contact@mohantyinc.com,9718883782,"684, Kurian Nagar, Nadiad 097452",771806334762,Net 45,16-04-2023,INR 15237800,5,17-09-2024,Kulti
VEN755190,Khosla-Anne,Contractor,70UD047564,Gaurang Barad,contact@khosla-anne.com,9879050798,"H.No. 220, Soman Zila, Srikakulam 715701",433705468998,Advance,23-11-2024,INR 27930914,4,13-07-2024,Amaravati
VEN532760,"Wali, Doshi and Sarma",Consultant,67KF757891,Kashvi Sengupta,"contact@wali,doshiandsarma.com",9514379438,"H.No. 677, Butala Nagar, Mirzapur-008528",580128021377,Net 45,18-03-2024,INR 31361663,4,11-07-2024,Lucknow
VEN375160,Gera-Venkatesh,Service Provider,82DT742410,Chaman Chahal,contact@gera-venkatesh.com,9595013388,"43/682, Koshy, Giridih 328477",416935881904,Net 45,17-06-2023,INR 49163925,2,29-10-2024,Ballia
VEN521042,"Soman, Sha and Char",Consultant,87TE719515,Yashica Apte,"contact@soman,shaandchar.com",9016620259,"52, Dara Ganj, Udupi 509054",263467926675,Advance,31-01-2024,INR 4508588,1,09-09-2024,Nashik
VEN828094,Sundaram-Swaminathan,Contractor,39PD487037,Sachi Sarin,contact@sundaram-swaminathan.com,9115015398,"47/07, Tailor Ganj, Ongole 331177",449579621585,Advance,08-03-2023,INR 22369361,2,05-01-2025,Gangtok
VEN175976,Sampath-Bhat,Service Provider,98OQ218523,Ijaya Badami,contact@sampath-bhat.com,9601771041,"467, Wali Chowk, Bally 786275",121714199221,Net 30,14-02-2024,INR 44603708,3,26-08-2024,Coimbatore
VEN775972,"Hari, Bir and Comar",Service Provider,82HS301805,Ayush Jha,"contact@hari,birandcomar.com",9008803619,"H.No. 683, Amble Circle, Aligarh 583950",386839241830,Advance,06-06-2024,INR 18840948,5,17-10-2024,Raichur
VEN614559,"Yohannan, Mandal and Atwal",Contractor,53QK084274,Tristan Nadig,"contact@yohannan,mandalandatwal.com",9661603651,"16/16, Grewal Circle, Gandhidham 187911",767604535148,Net 60,25-03-2024,INR 23780315,1,19-09-2024,Nangloi Jat
VEN054590,Lal Inc,Service Provider,22IH873382,Yashasvi Palan,contact@lalinc.com,9565355651,"H.No. 622, Grewal Chowk, Ahmednagar 846772",152676789529,Advance,06-10-2024,INR 34536749,5,10-06-2024,Alappuzha
VEN514440,Lala-Dhar,Service Provider,50WC154551,Upasna Rajan,contact@lala-dhar.com,9577953056,"505, Hayer, Bhalswa Jahangir Pur 551944",654977330462,Net 60,05-04-2023,INR 44808130,4,09-05-2024,Karawal Nagar
VEN225252,Rau-Lad,Consultant,23LB455738,Meghana Manda,contact@rau-lad.com,9414468337,"036, Tiwari Marg, Mangalore-672863",268006365519,Net 60,27-01-2024,INR 28464938,3,07-02-2025,Belgaum
