Employee ID,First Name,Last Name,Department,Designation,Joining Date,Email,Phone Number,Office Location,Salary,Reporting Manager,Performance Rating,Years of Experience,Education,Emergency Contact
EMP733573,Urvashi,Pau,Marketing,Junior Executive,24-07-2022,urvashi.pau@company.com,9629308751,Raebareli,INR 642220,Kashish Palla,3,10,B.Sc,9794236279
EMP111780,Yutika,Pandey,Operations,Manager,09-03-2021,yutika.pandey@company.com,9079131988,Katihar,INR 1805542,Triya Sarin,2,20,MBA,9770705213
EMP220081,Benjamin,Bobal,Operations,Manager,11-11-2022,benjamin.bobal@company.com,9920839731,Raurkela Industrial Township,INR 448394,Rayaan Lanka,1,16,MBA,9876675715
EMP468629,Falak,Sheth,IT,Manager,21-10-2020,falak.sheth@company.com,9351895655,Thiruvananthapuram,INR 822457,Manthan Bhatt,2,10,B.Tech,9088257513
EMP517083,Peter,Dara,Operations,Associate,23-04-2024,peter.dara@company.com,9167179930,Bhopal,INR 733925,Rehaan Tripathi,5,16,B.Tech,9385645841
EMP677922,Zehaan,Lala,IT,Associate,30-10-2022,zehaan.lala@company.com,9786967383,Hosur,INR 1675805,Benjamin Sampath,3,16,M.Tech,9360794893
EMP140080,Damyanti,Seth,Marketing,Team Lead,19-05-2020,damyanti.seth@company.com,9881449455,Thiruvananthapuram,INR 1740892,Vidhi Srivastava,1,3,M.Tech,9164985340
EMP737871,Guneet,Sidhu,Marketing,Manager,25-11-2021,guneet.sidhu@company.com,9097463628,Bangalore,INR 1538860,Patrick Deep,3,13,B.Sc,9581291966
EMP257716,Pratyush,Talwar,IT,Associate,03-08-2022,pratyush.talwar@company.com,9142042932,Kota,INR 94157,Naksh Sharaf,4,0,MBA,9757778597
EMP152573,Bina,Shroff,Finance,Manager,20-09-2024,bina.shroff@company.com,9551549922,Saharsa,INR 1714027,Vasatika Rama,3,15,B.Sc,9015620679
EMP215510,Harinakshi,Luthra,HR,Senior Executive,15-10-2021,harinakshi.luthra@company.com,9263176998,Ahmednagar,INR 267317,Abhiram Prashad,4,15,B.Com,9754041388
EMP058391,Farhan,Murty,Operations,Junior Executive,21-08-2022,farhan.murty@company.com,9633204727,Tumkur,INR 1517199,Warinder Sawhney,4,15,MBA,9283624517
EMP255990,Radhika,Palla,Operations,Team Lead,11-03-2023,radhika.palla@company.com,9589981923,Jammu,INR 1681185,Faqid Pandit,3,20,B.Tech,9774907318
EMP821525,Umang,Jani,HR,Senior Executive,09-07-2022,umang.jani@company.com,9481052075,Rajpur Sonarpur,INR 1784820,Ronith Mahal,3,3,B.Sc,9322818814
EMP068531,Joshua,Randhawa,Operations,Senior Executive,26-06-2024,joshua.randhawa@company.com,9327697236,Serampore,INR 706902,Mekhala Vala,5,10,B.Sc,9994435185
EMP390891,Nitara,Nanda,HR,Manager,20-11-2024,nitara.nanda@company.com,9562640098,Jalgaon,INR 1469878,Jagat Golla,2,2,B.Sc,9037322295
EMP969381,Ayaan,Ramanathan,Operations,Senior Executive,09-03-2023,ayaan.ramanathan@company.com,9216907456,Bhilai,INR 1449630,Samar Sastry,4,17,M.Tech,9133772298
EMP295009,Aarav,Rana,Finance,Manager,25-06-2023,aarav.rana@company.com,9248401661,Nagaon,INR 1215203,Alexander Rau,5,8,M.Tech,9398947638
EMP069797,Chakrika,Dayal,Marketing,Senior Executive,24-05-2022,chakrika.dayal@company.com,9988900905,Sasaram,INR 1939024,Janani Narain,5,0,B.Tech,9801675655
EMP600888,Gopal,Kale,Marketing,Team Lead,13-10-2022,gopal.kale@company.com,9298055648,Kirari Suleman Nagar,INR 1196623,Chakrika Viswanathan,2,14,B.Sc,9320958829
EMP901742,Abhimanyu,Halder,IT,Team Lead,29-04-2020,abhimanyu.halder@company.com,9715497919,Gandhinagar,INR 776127,Ekantika Vohra,4,19,B.Sc,9709950866
EMP938082,Aryan,Prabhu,Marketing,Senior Executive,27-08-2021,aryan.prabhu@company.com,9492556724,Unnao,INR 60030,Vrishti Raman,2,19,MBA,9351992553
EMP599759,Anita,Dua,Marketing,Team Lead,23-06-2022,anita.dua@company.com,9588656398,Kharagpur,INR 342373,Thomas Bava,1,17,B.Sc,9680163236
EMP373162,Inaya,Mangat,Marketing,Senior Executive,06-04-2022,inaya.mangat@company.com,9633844509,Kadapa,INR 264898,Rajeshri Chana,3,3,B.Com,9409421819
EMP774786,Ekansh,Bawa,Marketing,Junior Executive,29-07-2021,ekansh.bawa@company.com,9084413656,Raichur,INR 1328385,Pranav Sekhon,4,19,B.Com,9978748623
EMP465369,Vidhi,Sahota,Marketing,Team Lead,19-01-2024,vidhi.sahota@company.com,9992697443,Panihati,INR 748538,Maanas Sur,3,6,M.Tech,9354194706
EMP973524,Raghav,Varughese,IT,Senior Executive,11-03-2022,raghav.varughese@company.com,9160360109,Danapur,INR 839181,Diya Walia,1,6,MBA,9800925015
EMP580220,Nicholas,Varughese,IT,Senior Executive,13-11-2024,nicholas.varughese@company.com,9673143804,Aizawl,INR 1655404,Tanay Cheema,3,0,B.Com,9875151324
EMP301788,Yahvi,Lata,Marketing,Associate,30-06-2020,yahvi.lata@company.com,9011787270,Nadiad,INR 317320,Agastya Keer,4,4,MBA,9958296461
EMP845330,Shivani,Oza,Finance,Manager,27-03-2020,shivani.oza@company.com,9093494737,Medininagar,INR 274682,Logan Minhas,5,5,M.Tech,9364653393
EMP099823,Inaya,Gokhale,Operations,Junior Executive,30-12-2022,inaya.gokhale@company.com,9128189083,Dibrugarh,INR 1609079,Upasna Dalal,5,15,M.Tech,9749175483
EMP947222,Tristan,Doctor,HR,Junior Executive,01-02-2025,tristan.doctor@company.com,9120492026,Kolhapur,INR 82617,Jackson Saran,3,14,M.Tech,9457946148
EMP280314,Falak,Johal,HR,Associate,15-05-2022,falak.johal@company.com,9675430032,Kalyan-Dombivli,INR 444032,Veda Vig,4,1,B.Com,9489328034
EMP296819,Chakradhar,Wable,Operations,Team Lead,05-09-2022,chakradhar.wable@company.com,9971666406,Hubli–Dharwad,INR 1325127,Udyati Karnik,3,13,B.Com,9404688693
EMP077079,Radha,Venkataraman,Marketing,Junior Executive,09-08-2020,radha.venkataraman@company.com,9398161578,Etawah,INR 1396934,Nathan Srinivasan,1,14,B.Com,9034693260
EMP459515,Triya,Menon,Marketing,Senior Executive,10-06-2024,triya.menon@company.com,9805741655,Ulhasnagar,INR 608852,Omkaar Varty,3,18,B.Sc,9893489060
EMP037698,Yadavi,Varma,HR,Associate,10-12-2021,yadavi.varma@company.com,9256262016,Lucknow,INR 60709,Jyoti Thakkar,5,18,B.Com,9330803914
EMP675775,Michael,Dey,Operations,Team Lead,26-07-2021,michael.dey@company.com,9489393455,Gorakhpur,INR 756651,Tanveer Brar,1,18,M.Tech,9107313392
EMP552569,Hitesh,Raju,Operations,Junior Executive,01-01-2022,hitesh.raju@company.com,9787167333,Bhalswa Jahangir Pur,INR 676121,Gautam Das,5,8,B.Sc,9275082788
EMP871023,Krish,Nagi,HR,Junior Executive,05-02-2024,krish.nagi@company.com,9189871088,Thanjavur,INR 1615303,Aishani Lata,5,12,MBA,9903456278
EMP999453,Ekani,Nath,IT,Senior Executive,15-12-2023,ekani.nath@company.com,9629955792,Khammam,INR 1318589,Tanmayi Dua,1,1,B.Tech,9282175648
EMP669430,Benjamin,Mitter,HR,Junior Executive,18-09-2024,benjamin.mitter@company.com,9132634406,Sikar,INR 298181,Ishita Bhatnagar,2,15,B.Tech,9813898971
EMP560992,Dhruv,Dave,IT,Manager,13-06-2022,dhruv.dave@company.com,9109707401,Delhi,INR 61984,Samar Kalla,4,13,MBA,9657820972
EMP172698,Balvan,Swamy,HR,Team Lead,20-05-2022,balvan.swamy@company.com,9749785858,Narasaraopet,INR 1483581,Ekaja Parikh,2,10,B.Sc,9572520068
EMP990311,Eta,Deep,IT,Team Lead,17-03-2024,eta.deep@company.com,9710158260,Madhyamgram,INR 1537998,Anusha Dash,4,18,MBA,9195596401
EMP066447,Yash,Thakkar,Marketing,Team Lead,11-01-2022,yash.thakkar@company.com,9597385372,Gwalior,INR 421350,Leela Varghese,4,4,B.Tech,9902054575
EMP848626,Chakradhar,Sandhu,Finance,Senior Executive,20-11-2020,chakradhar.sandhu@company.com,9883735905,Salem,INR 1865852,Chandresh Bumb,3,20,M.Tech,9950136546
EMP308269,Falan,Baral,HR,Junior Executive,13-07-2021,falan.baral@company.com,9465394558,Imphal,INR 1169985,Varsha Tata,5,3,B.Com,9130041461
EMP447747,Aachal,Samra,IT,Manager,09-07-2022,aachal.samra@company.com,9956039716,Chapra,INR 742745,Meghana Shanker,5,20,MBA,9029191252
EMP318622,Chavvi,Venkatesh,Finance,Manager,01-02-2025,chavvi.venkatesh@company.com,9319561387,Allahabad,INR 786402,Avni Raval,2,7,B.Com,9557277254
EMP326429,Michael,Deep,Marketing,Senior Executive,08-08-2020,michael.deep@company.com,9246423417,Karaikudi,INR 733451,Vaishnavi Keer,5,7,B.Com,9854433163
EMP582085,Nimrat,Anand,IT,Senior Executive,09-12-2023,nimrat.anand@company.com,9453814159,Rampur,INR 929002,Turvi Thaman,3,4,MBA,9379323848
EMP983994,Farhan,Varghese,Finance,Junior Executive,28-11-2023,farhan.varghese@company.com,9722507002,Hyderabad,INR 872945,Chakradhar Nagi,3,3,B.Tech,9699744132
EMP246877,Devansh,Sekhon,Operations,Senior Executive,27-10-2020,devansh.sekhon@company.com,9206802522,Bahraich,INR 150178,Faraj Acharya,4,17,B.Sc,9596788611
EMP702759,Ranbir,Sarin,HR,Team Lead,15-10-2020,ranbir.sarin@company.com,9599830438,Bilaspur,INR 185436,Riya Dhar,2,9,M.Tech,9130424361
EMP219650,Aashi,Narang,Marketing,Junior Executive,18-04-2021,aashi.narang@company.com,9053815917,Jaipur,INR 1945304,Samarth Konda,3,3,MBA,9915931248
EMP188790,Sathvik,Sen,IT,Senior Executive,02-06-2020,sathvik.sen@company.com,9157583684,Bokaro,INR 1255917,Anjali Krish,2,15,B.Tech,9182818516
EMP673818,Siya,Tripathi,Operations,Junior Executive,14-02-2022,siya.tripathi@company.com,9435171207,Chandigarh,INR 1962845,Bhanumati Kapur,4,5,MBA,9962294558
EMP434281,Neha,Suri,Finance,Junior Executive,17-07-2020,neha.suri@company.com,9010193912,Ongole,INR 1657611,Sarthak Barad,5,0,M.Tech,9854626671
EMP684292,Ria,Mangat,IT,Manager,02-03-2023,ria.mangat@company.com,9006970543,Muzaffarnagar,INR 381467,Urvi Goda,2,9,B.Tech,9683591686
EMP200631,Omisha,Prasad,IT,Manager,15-05-2024,omisha.prasad@company.com,9912952939,Amravati,INR 205478,Joshua Savant,4,10,M.Tech,9795652672
EMP845455,Yashvi,Balan,Finance,Junior Executive,17-12-2020,yashvi.balan@company.com,9079844455,Guwahati,INR 218994,Jeevika Vala,3,13,B.Sc,9938871590
EMP256444,Omisha,Shukla,HR,Associate,02-10-2022,omisha.shukla@company.com,9102830945,Jammu,INR 327489,Vincent Gala,5,15,B.Sc,9130582354
EMP164936,Ekapad,Kohli,Finance,Junior Executive,25-12-2024,ekapad.kohli@company.com,9509475446,Alappuzha,INR 1091269,Robert Kumer,1,12,M.Tech,9247253372
EMP278751,Jairaj,Contractor,Operations,Team Lead,11-10-2021,jairaj.contractor@company.com,9199024205,Dharmavaram,INR 1239557,Lakshmi Buch,1,11,B.Com,9879585155
EMP196892,Tristan,Taneja,Marketing,Junior Executive,02-03-2024,tristan.taneja@company.com,9368496425,Nagaon,INR 1380740,Aarav Badami,2,19,M.Tech,9273645207
EMP036776,Chaman,Sabharwal,HR,Associate,12-01-2022,chaman.sabharwal@company.com,9561209348,Salem,INR 824634,Faris Yadav,4,6,MBA,9655979735
EMP913686,Harshil,Kapur,HR,Manager,18-07-2022,harshil.kapur@company.com,9748331257,Rourkela,INR 1592938,Arjun Bajwa,3,15,B.Sc,9471131570
EMP824701,Yochana,Jhaveri,Operations,Team Lead,23-04-2024,yochana.jhaveri@company.com,9308891276,Bellary,INR 88444,Kashvi Sekhon,5,11,B.Tech,9680005961
EMP693693,Rohan,Rama,HR,Team Lead,18-07-2021,rohan.rama@company.com,9697533193,Ludhiana,INR 1191634,Ishaan Thaker,4,8,B.Tech,9204169237
EMP978884,Lohit,Virk,IT,Team Lead,22-08-2024,lohit.virk@company.com,9131379663,Jaipur,INR 1223695,Liam Palla,4,12,MBA,9471053974
EMP567924,Yauvani,Tailor,Marketing,Associate,18-03-2023,yauvani.tailor@company.com,9287616083,Srikakulam,INR 419411,Wishi Samra,5,13,B.Com,9095364237
EMP609305,Umang,Srivastava,Operations,Senior Executive,29-06-2023,umang.srivastava@company.com,9905373235,Hazaribagh,INR 1533186,Orinder Kurian,1,14,B.Com,9491200285
EMP840015,Sara,Peri,HR,Associate,30-01-2023,sara.peri@company.com,9947268646,Ludhiana,INR 1662375,Chanakya Mital,4,3,B.Tech,9479924494
EMP916818,Ikbal,Mannan,Marketing,Junior Executive,10-12-2020,ikbal.mannan@company.com,9501821791,Amaravati,INR 1682449,Naveen Barad,1,5,B.Com,9276681738
EMP919918,Gabriel,Loyal,HR,Senior Executive,18-12-2024,gabriel.loyal@company.com,9261245624,Secunderabad,INR 981071,Agastya Gopal,4,2,B.Tech,9688138920
EMP716876,Jhalak,Kaur,Operations,Senior Executive,06-05-2022,jhalak.kaur@company.com,9012120709,Thrissur,INR 394711,Tanish Pal,3,2,B.Tech,9809494027
EMP439909,Warda,Sami,Operations,Team Lead,20-08-2023,warda.sami@company.com,9077298015,Berhampore,INR 1884767,Aarav Kapoor,1,11,MBA,9387645679
EMP201231,Isha,Sarraf,Marketing,Team Lead,26-04-2024,isha.sarraf@company.com,9879637652,Patiala,INR 831242,Adweta Pingle,1,7,MBA,9161635101
EMP563084,Chasmum,Bail,HR,Manager,02-10-2020,chasmum.bail@company.com,9094965568,Guna,INR 317957,Dalaja Som,2,7,B.Sc,9101955057
EMP351068,Chavvi,Mutti,Finance,Associate,06-08-2023,chavvi.mutti@company.com,9230614025,Vasai-Virar,INR 1302635,Charvi Rajagopalan,4,19,MBA,9400035162
EMP374991,Orinder,Munshi,Marketing,Manager,13-07-2022,orinder.munshi@company.com,9402362779,Singrauli,INR 390762,Harita Date,4,0,M.Tech,9889984624
EMP706566,Sara,Madan,IT,Junior Executive,15-07-2021,sara.madan@company.com,9184799680,Amravati,INR 537107,Anmol Brar,3,12,MBA,9486017776
EMP875725,Chakradhar,Choudhry,Finance,Associate,02-11-2021,chakradhar.choudhry@company.com,9777993317,Guntur,INR 832115,Ladli Nigam,4,15,B.Com,9434676043
EMP969319,Anthony,Rajan,Finance,Junior Executive,08-09-2022,anthony.rajan@company.com,9431222318,Kishanganj,INR 669934,Michael Sinha,4,17,MBA,9201490230
EMP938954,Ishita,Mammen,Marketing,Associate,10-07-2022,ishita.mammen@company.com,9592461764,Hazaribagh,INR 1428841,Sanaya Sekhon,1,17,B.Sc,9213197016
EMP553117,Chandresh,Nagy,Marketing,Manager,18-06-2021,chandresh.nagy@company.com,9587638666,Tiruvottiyur,INR 1147872,Rushil Sengupta,5,15,M.Tech,9459765917
EMP797504,Manan,Baria,HR,Associate,07-11-2020,manan.baria@company.com,9936017166,Gulbarga,INR 275110,Gunbir Yohannan,2,14,MBA,9896924657
EMP403772,Aradhana,Anand,Marketing,Team Lead,25-05-2020,aradhana.anand@company.com,9695798194,Agra,INR 1587603,Praneel Palla,4,0,M.Tech,9295406326
EMP051054,Tara,Mall,HR,Senior Executive,12-11-2021,tara.mall@company.com,9660145917,Muzaffarnagar,INR 1840899,Waida Pingle,2,2,B.Com,9908036449
EMP085757,Charles,Bhalla,Finance,Junior Executive,21-04-2022,charles.bhalla@company.com,9433377088,Surat,INR 60655,Chandresh Tiwari,5,4,B.Com,9971553303
EMP118116,Zayyan,Dara,Marketing,Team Lead,12-01-2024,zayyan.dara@company.com,9053219746,Kota,INR 1989602,Amaira Kapadia,4,1,M.Tech,9494835330
EMP736754,Sarthak,Master,Marketing,Junior Executive,03-04-2022,sarthak.master@company.com,9812352157,Unnao,INR 871494,Indrajit Jayaraman,4,13,B.Com,9430435918
EMP303333,Peter,Kara,IT,Associate,28-01-2022,peter.kara@company.com,9615792358,Latur,INR 238003,Jagrati Balan,3,2,MBA,9318294323
EMP948722,Lakshmi,Kunda,Operations,Team Lead,21-08-2020,lakshmi.kunda@company.com,9795830435,Katni,INR 921394,Madhav Goda,5,14,MBA,9294537536
EMP996543,Vritti,Oza,Operations,Junior Executive,08-11-2020,vritti.oza@company.com,9779309638,Aizawl,INR 1421900,Pranav Lata,4,11,B.Com,9217209450
EMP006075,Qushi,Uppal,Operations,Team Lead,07-07-2023,qushi.uppal@company.com,9783537369,Raiganj,INR 1429005,Shaurya Muni,2,3,B.Tech,9623515618
EMP051297,Lucky,Hayer,IT,Associate,07-05-2021,lucky.hayer@company.com,9356459937,Latur,INR 1280499,Urvi Mangat,2,1,M.Tech,9889678454
EMP201677,Kai,Rege,IT,Junior Executive,27-11-2022,kai.rege@company.com,9227505932,Bihar Sharif,INR 965074,Mugdha Thaker,3,4,MBA,9338971697
EMP126015,Zehaan,Deep,Operations,Team Lead,02-03-2024,zehaan.deep@company.com,9482033735,Gaya,INR 1007778,Kabir Som,4,5,MBA,9787059769
EMP484957,Kevin,Jain,Marketing,Team Lead,10-05-2023,kevin.jain@company.com,9235515916,Howrah,INR 68479,Andrew Varty,4,14,B.Tech,9382957524
EMP590063,Yachana,Bala,Marketing,Senior Executive,31-05-2021,yachana.bala@company.com,9771804587,Mumbai,INR 1925706,Madhav Dugar,2,3,B.Sc,9519374384
EMP546214,Harinakshi,Narayan,Marketing,Senior Executive,25-07-2023,harinakshi.narayan@company.com,9153905323,Hazaribagh,INR 1522094,Leena Wason,4,15,M.Tech,9808227137
EMP377514,Jeet,Manda,IT,Team Lead,03-08-2021,jeet.manda@company.com,9813838754,Bhalswa Jahangir Pur,INR 587809,Ekaraj Balay,2,9,M.Tech,9919187556
EMP923449,Urmi,Ramachandran,HR,Junior Executive,04-10-2021,urmi.ramachandran@company.com,9021703772,Dhanbad,INR 1735049,Indali Mahal,4,4,B.Sc,9619889306
EMP552890,Aryan,Balasubramanian,Operations,Team Lead,15-04-2024,aryan.balasubramanian@company.com,9265981195,Gwalior,INR 315376,Chatresh Loke,1,12,B.Sc,9787259028
EMP284548,Theodore,Brahmbhatt,HR,Associate,15-06-2020,theodore.brahmbhatt@company.com,9900640746,Vijayawada,INR 765071,Lakshit Lal,2,5,M.Tech,9748424027
EMP631093,Aryan,Padmanabhan,Marketing,Team Lead,06-02-2023,aryan.padmanabhan@company.com,9373560823,Gangtok,INR 585678,Ekta Date,4,11,M.Tech,9661290090
EMP615275,Qasim,Srivastava,Marketing,Senior Executive,03-04-2023,qasim.srivastava@company.com,9194619262,Jalgaon,INR 1788001,Libni Dubey,1,11,B.Sc,9310865842
EMP210802,Ikshita,Patla,HR,Associate,03-12-2023,ikshita.patla@company.com,9835567426,Kavali,INR 1201728,Azaan Rana,5,18,M.Tech,9102352166
EMP929727,Lila,Srivastava,HR,Manager,21-02-2023,lila.srivastava@company.com,9522405649,Gaya,INR 986512,Nidhi Deshmukh,4,1,M.Tech,9571345500
EMP579362,Omya,Hans,Marketing,Manager,04-12-2022,omya.hans@company.com,9125348999,Rohtak,INR 640533,Neel Dar,5,1,B.Com,9938789742
EMP629782,Ayaan,Chaudhary,Marketing,Manager,07-12-2024,ayaan.chaudhary@company.com,9097651642,Ambarnath,INR 83572,Yochana Bahl,3,20,B.Tech,9597075410
EMP780262,Peter,Sengupta,HR,Junior Executive,02-03-2023,peter.sengupta@company.com,9379201707,Chapra,INR 1674923,Neelima Chanda,5,16,B.Sc,9211936991
EMP085678,Mahika,Subramanian,Marketing,Team Lead,29-01-2024,mahika.subramanian@company.com,9240033097,Madurai,INR 194609,Siddharth Chaudhary,2,19,B.Tech,9200748480
EMP962773,Logan,Chadha,Operations,Associate,10-12-2024,logan.chadha@company.com,9106601689,Surendranagar Dudhrej,INR 347850,Devika Chhabra,1,1,B.Com,9858270240
EMP795216,Yashvi,Sastry,Marketing,Associate,13-05-2022,yashvi.sastry@company.com,9620521002,Dibrugarh,INR 374070,Imaran Kurian,3,0,M.Tech,9103605981
EMP328039,Hamsini,Oommen,IT,Associate,01-05-2020,hamsini.oommen@company.com,9447404599,Deoghar,INR 1011082,Bhavani Chakrabarti,4,5,B.Com,9780470736
EMP785725,Unnati,Ranganathan,Marketing,Associate,20-07-2020,unnati.ranganathan@company.com,9034652253,Jamnagar,INR 1459188,Daniel Vyas,3,1,B.Sc,9761946224
EMP625815,Keya,Krishna,Finance,Junior Executive,26-07-2020,keya.krishna@company.com,9869095992,Jammu,INR 807511,Quincy Kar,5,9,B.Sc,9510501180
EMP079229,Neha,Sathe,Operations,Associate,18-01-2021,neha.sathe@company.com,9811206425,Gopalpur,INR 1242255,Abdul Kumar,5,12,M.Tech,9366245087
EMP926499,Aarush,Shah,Operations,Manager,09-09-2021,aarush.shah@company.com,9714676752,Jammu,INR 1079691,Azaan Tandon,4,4,B.Com,9609399491
EMP483341,Zinal,Shan,IT,Junior Executive,10-09-2023,zinal.shan@company.com,9823936578,Nandyal,INR 1312757,Jack Lata,1,16,B.Tech,9712888115
EMP564770,Indali,Prabhakar,HR,Manager,14-09-2021,indali.prabhakar@company.com,9444433269,Chandigarh,INR 1453410,Jacob Divan,1,13,B.Tech,9854552895
EMP810051,Barkha,Choudhry,IT,Junior Executive,08-06-2024,barkha.choudhry@company.com,9077414560,Thanjavur,INR 188155,Chaaya Saran,2,14,B.Sc,9465244105
EMP209521,Amol,Dugal,Operations,Manager,01-10-2024,amol.dugal@company.com,9593995341,Tiruchirappalli,INR 119679,Ridhi Chacko,4,17,B.Tech,9821378209
EMP827002,Yatan,Mistry,IT,Senior Executive,03-11-2020,yatan.mistry@company.com,9413127102,Amaravati,INR 326128,Jagvi Jhaveri,4,9,M.Tech,9344946247
EMP384357,Nisha,Yadav,Marketing,Senior Executive,11-02-2025,nisha.yadav@company.com,9589537235,Farrukhabad,INR 907248,Vidhi Barad,1,14,B.Sc,9509758323
EMP572391,Vanya,Mital,Marketing,Junior Executive,03-08-2022,vanya.mital@company.com,9555142266,Gaya,INR 539538,Nicholas Munshi,4,4,B.Sc,9901994337
EMP097000,Ekalinga,Mane,Marketing,Team Lead,30-04-2024,ekalinga.mane@company.com,9598925910,Thoothukudi,INR 1324529,Bachittar Devan,5,0,M.Tech,9642901335
EMP425131,Triya,Anne,IT,Junior Executive,28-09-2023,triya.anne@company.com,9919531244,Chinsurah,INR 820831,Daksh Patla,3,6,B.Tech,9955260571
EMP014514,Dhruv,Bhandari,IT,Junior Executive,07-03-2024,dhruv.bhandari@company.com,9385105551,Khora ,INR 1043039,Arunima Malhotra,5,9,B.Tech,9433081291
EMP839744,Krisha,Nigam,Finance,Associate,03-05-2023,krisha.nigam@company.com,9999586867,Asansol,INR 1111156,Tejas Jayaraman,2,3,B.Sc,9979507192
EMP193321,Patrick,Sharaf,IT,Junior Executive,14-03-2020,patrick.sharaf@company.com,9278994750,Udupi,INR 783489,Varsha Tata,1,1,B.Sc,9035442215
EMP833438,Orinder,D’Alia,Finance,Associate,20-02-2023,orinder.d’alia@company.com,9966569319,Salem,INR 1300683,Mohammed Bhardwaj,3,7,M.Tech,9413836497
EMP249760,Veda,Keer,Marketing,Team Lead,05-05-2024,veda.keer@company.com,9423193345,Unnao,INR 931608,Jairaj Walla,5,9,MBA,9382673499
EMP741792,William,Batra,Finance,Manager,15-01-2022,william.batra@company.com,9135386872,Kochi,INR 1370763,Sarthak Chandra,4,6,B.Com,9192834685
EMP549208,Logan,Raghavan,Operations,Team Lead,07-05-2022,logan.raghavan@company.com,9367180264,Ozhukarai,INR 1008805,Kiaan Kulkarni,5,7,B.Tech,9316782792
EMP463053,Jatin,Bhat,Finance,Junior Executive,04-02-2024,jatin.bhat@company.com,9406762283,Rampur,INR 1487589,Omisha Kar,3,5,B.Sc,9950434358
EMP079831,Charvi,Shetty,Marketing,Team Lead,15-09-2021,charvi.shetty@company.com,9419714454,Pudukkottai,INR 1379921,Isaac Rau,1,5,MBA,9526004570
EMP045297,Brinda,Bumb,Finance,Manager,10-02-2021,brinda.bumb@company.com,9361566896,Jamnagar,INR 717311,Finn Dar,2,16,B.Sc,9610560408
EMP140733,Nathaniel,Edwin,Marketing,Junior Executive,05-08-2022,nathaniel.edwin@company.com,9920141484,Burhanpur,INR 443113,Jacob Handa,4,11,MBA,9143294593
EMP354014,Omaja,Bora,Operations,Senior Executive,19-09-2023,omaja.bora@company.com,9736802640,Begusarai,INR 547582,Nicholas Kara,1,1,MBA,9689150542
EMP141709,Samuel,Vasa,Marketing,Senior Executive,26-09-2023,samuel.vasa@company.com,9649151748,Ahmednagar,INR 1415620,Ijaya Mistry,4,12,B.Com,9882172773
EMP880986,Ojas,Mall,HR,Team Lead,04-08-2021,ojas.mall@company.com,9834660410,Jamshedpur,INR 102487,Samar Vyas,1,11,M.Tech,9727454963
EMP707209,Girik,Sahni,Finance,Manager,01-08-2020,girik.sahni@company.com,9280041681,Kakinada,INR 1506832,Janya Mall,2,10,B.Sc,9839250786
EMP688412,Yutika,Kulkarni,Finance,Senior Executive,05-03-2022,yutika.kulkarni@company.com,9727180425,Bhalswa Jahangir Pur,INR 263376,Udyati Behl,4,9,B.Tech,9069436473
EMP319472,Sai,Krishnamurthy,Operations,Junior Executive,10-12-2021,sai.krishnamurthy@company.com,9728439764,Burhanpur,INR 603451,Zilmil Aurora,3,19,B.Com,9956030618
EMP893037,Hemangini,Devan,IT,Senior Executive,18-10-2024,hemangini.devan@company.com,9338070448,Satna,INR 290378,Aadhya Sharaf,1,0,B.Com,9512566382
EMP314933,Samesh,Mody,Finance,Associate,12-08-2024,samesh.mody@company.com,9673591765,Machilipatnam,INR 1781525,Lakshmi Tiwari,1,5,B.Tech,9959678481
EMP883079,Nathaniel,Sandal,HR,Associate,13-08-2023,nathaniel.sandal@company.com,9088756390,Jaipur,INR 1640281,Jagdish Mukhopadhyay,2,16,B.Com,9612259118
EMP625439,Wazir,Mann,IT,Team Lead,31-01-2024,wazir.mann@company.com,9020288628,Kharagpur,INR 1153052,Aayush Mahajan,2,2,B.Sc,9846060310
EMP122971,Girik,Puri,Finance,Junior Executive,11-11-2023,girik.puri@company.com,9898308635,Nanded,INR 1110672,Abha Verma,3,19,B.Sc,9997799625
EMP962440,Tanveer,Seshadri,HR,Junior Executive,22-03-2022,tanveer.seshadri@company.com,9465734655,Sagar,INR 393490,Divya Mohan,2,14,B.Com,9490021437
EMP403252,Pavani,Cheema,Finance,Junior Executive,26-05-2022,pavani.cheema@company.com,9565665400,Karaikudi,INR 1111397,Manan Barad,4,3,B.Tech,9164419968
EMP655250,Mitesh,Jha,Finance,Associate,03-03-2024,mitesh.jha@company.com,9127371049,Mira-Bhayandar,INR 573425,Urvashi Natt,1,11,B.Tech,9870273161
EMP315857,Laksh,Char,Finance,Associate,19-04-2020,laksh.char@company.com,9439609373,Jalna,INR 737592,Isaiah Chana,1,5,B.Com,9738571389
EMP123361,Harrison,Mitra,Finance,Team Lead,14-06-2024,harrison.mitra@company.com,9554859646,Guntur,INR 375960,Isaiah Bala,5,12,MBA,9602433325
EMP212439,Edhitha,Bhavsar,Operations,Senior Executive,29-04-2024,edhitha.bhavsar@company.com,9806386494,Bettiah,INR 186517,Dhriti Bera,3,19,B.Com,9700765657
EMP332889,Warinder,Sastry,HR,Junior Executive,18-03-2021,warinder.sastry@company.com,9390798328,Amravati,INR 682462,Baljiwan Dugar,5,18,B.Com,9060046052
EMP854663,Zashil,Jha,Marketing,Junior Executive,05-03-2023,zashil.jha@company.com,9780402270,Ajmer,INR 1382097,Damini Andra,5,0,B.Com,9127775038
